Village_Name,Gram_Panchayat,Tehsil,District,State,Water_Scarcity_Index,Groundwater_Level,Soil_Moisture_Index,Rainfall_Category,Drought_Prone,Flood_Prone,Forest_Cover_percent,Forest_Density,NTFP_Potential_Index,Soil_Erosion_Risk,Land_Slope_Degree,Elevation_m,Distance_Road_km,Distance_Market_km,Distance_Town_km,Terrain_Difficulty,Tap_Water_Coverage_percent,FHTC_percent,Primary_Drinking_Source,Sanitation_Coverage_percent,Electricity_Coverage_percent,Hours_Electricity_per_Day,Road_Connectivity_Status,PMGSY_Road_Completed,Distance_Primary_School_km,Distance_Secondary_School_km,School_in_Village,Literacy_Rate_percent,Female_Literacy_Rate_percent,Distance_Health_Subcenter_km,Distance_PHC_km,Immunization_Rate_percent,Total_Households,Total_Population,ST_Population_percent,PVTG_Flag,Female_Headed_HH_percent,Landless_HH_percent,Migration_Rate_percent,Wage_Labour_Dependence_percent,Agriculture_Dependence_percent,NTFP_Dependence_percent,Avg_Agricultural_Productivity,Rural_Poverty_Rate_percent,Unemployment_Rate_percent,SHG_Presence,Number_of_SHGs,PMAY_Completed_Houses_percent,Kutcha_Houses_percent,JJM_Coverage_percent,JJM_Projects_in_Progress,MGNREGA_Persondays_Last_Year,MGNREGA_Assets_Created_Count,SHG_Count,Village_Covered_under_NRLM,DAJGUA_Completed_Count,DAJGUA_Status,Climate_Vulnerability_Score,Disaster_History_Score,Forest_Fire_Incidents_5yrs,Malnutrition_Risk_Index,Water_Quality_Risk
Village_3712,GP Pushparajgarh,Sendhwa,Barwani,Odisha,13.41,Shallow,66.21,Low,No,No,48.2,Moderate,92.01,Low,18.73,613.14,6.42,37.05,46.94,Moderate,2.37,19.98,Tap,97.33,29.02,15.56,Good,No,8.5,16.52,Yes,85.19,79.1,1.55,5.02,92.05,965,14075,58.31,No,1.01,21.22,0.18,84.17,68.49,41.48,Low,63.78,39.54,No,9,33.98,24.04,71.85,0,34320,15,34,No,2,Not Started,6.97,55.38,3,2.0,Low
Village_3713,GP Niwas,Bajag,Dindori,Odisha,96.62,Deep,36.48,Medium,No,No,49.39,Moderate,83.23,Medium,7.3,1490.84,19.89,35.01,38.55,Easy,6.68,42.64,Tap,21.59,25.79,0.27,Moderate,Yes,4.78,19.92,No,39.67,56.08,8.23,0.61,68.59,341,3223,27.4,Yes,32.24,22.43,13.36,8.33,16.68,48.78,Low,21.14,32.55,Yes,19,19.5,49.69,3.36,6,39473,17,13,Yes,1,Completed,10.61,59.39,17,37.32,Low
Village_3714,GP Bajag,Pati,Sheopur,Madhya Pradesh,25.43,Shallow,66.15,Low,Yes,Yes,60.04,Moderate,15.02,High,34.62,775.29,19.37,5.03,3.26,Easy,40.14,5.64,Tap,18.31,91.87,11.01,Poor,Yes,0.26,11.45,No,59.21,74.26,13.35,23.26,88.07,107,8091,43.73,No,32.53,40.02,5.2,33.59,11.49,18.82,Medium,58.65,33.67,No,19,27.38,12.17,65.42,1,10019,69,23,Yes,17,Not Started,45.79,53.04,10,10.46,Medium
Village_3715,GP Pushparajgarh,Pali,Barwani,Odisha,79.15,Shallow,41.76,High,Yes,No,77.94,Dense,21.35,Low,11.41,1094.22,7.56,29.78,45.76,Difficult,62.72,50.38,None,96.61,87.38,18.84,Moderate,No,7.61,14.04,Yes,67.54,42.27,17.06,25.95,73.02,321,10396,63.19,No,3.76,52.07,21.9,40.02,28.66,37.68,Medium,8.4,12.31,Yes,42,79.67,21.67,73.62,2,27492,85,3,No,6,In Progress,26.81,91.92,15,91.4,High
Village_3716,GP Niwas,Niwas,Barwani,Odisha,43.39,Deep,25.97,Low,No,No,18.48,Moderate,11.16,High,0.25,591.63,2.36,32.65,19.93,Moderate,1.62,61.21,Tap,80.51,21.61,5.46,Poor,Yes,7.64,2.7,Yes,82.6,57.1,4.55,9.43,97.22,104,5322,18.73,No,2.05,22.35,15.85,37.41,22.14,73.2,Low,54.44,31.49,Yes,18,79.65,37.39,53.56,4,37269,78,2,No,9,Completed,95.23,55.12,16,64.95,Low
Village_3717,GP Ghughri,Bajag,Dindori,Odisha,26.99,Deep,86.49,High,Yes,Yes,29.62,Open,88.88,Medium,9.34,674.82,23.63,19.38,54.25,Easy,2.57,14.9,Spring,79.06,38.32,6.03,Good,Yes,6.15,1.02,Yes,61.76,19.41,2.48,1.96,47.47,860,14385,69.67,No,16.34,16.0,19.61,36.82,97.19,11.6,Low,11.6,34.94,No,30,87.65,35.22,52.28,4,30358,86,29,No,3,Not Started,46.48,83.99,9,50.25,Low
Village_3718,GP Pushparajgarh,Ghughri,Sheopur,Chhattisgarh,38.41,Shallow,41.79,Medium,No,No,69.59,Dense,9.64,Medium,23.34,1030.56,11.46,32.76,53.73,Easy,13.22,46.82,Handpump,18.51,99.08,12.73,Poor,Yes,2.99,16.42,Yes,58.85,52.7,1.7,28.15,35.41,104,1551,51.59,No,20.4,9.38,8.41,67.01,34.27,42.91,Medium,3.2,23.18,No,1,26.99,14.38,10.78,1,22860,50,36,No,16,Completed,3.78,54.8,6,86.03,Medium
Village_3719,GP Bajag,Ghughri,Alirajpur,Jharkhand,62.48,Shallow,71.73,High,No,No,50.33,Dense,34.95,Medium,28.22,401.84,11.71,11.98,13.02,Difficult,43.7,82.42,Handpump,37.28,86.84,14.98,Moderate,Yes,8.03,17.34,Yes,26.38,54.34,8.72,21.73,50.95,849,12812,44.6,No,1.4,26.44,26.26,6.75,34.05,38.99,Low,69.97,35.12,No,53,15.53,49.97,96.17,6,14020,32,30,Yes,10,In Progress,54.59,81.59,2,51.72,Medium
Village_3720,GP Niwas,Pali,Dindori,Madhya Pradesh,31.87,Deep,34.76,Low,No,Yes,2.67,Dense,48.82,Medium,29.43,505.63,11.68,21.31,1.86,Difficult,43.56,48.03,Tap,92.98,63.4,8.64,Good,Yes,4.81,16.78,Yes,41.4,33.4,11.46,22.94,83.18,968,13475,19.53,No,33.06,62.46,17.15,54.86,40.44,48.8,High,12.99,26.42,Yes,16,58.58,43.23,45.61,5,11569,78,0,No,6,In Progress,35.74,52.27,12,43.42,High
Village_3721,GP Ghughri,Bajag,Barwani,Madhya Pradesh,38.86,Medium,8.06,Low,No,No,30.45,Moderate,53.68,High,24.87,696.32,8.83,6.27,4.7,Moderate,74.98,89.23,Handpump,0.33,83.19,5.14,Moderate,No,4.2,3.96,Yes,48.22,71.37,18.66,23.13,74.92,570,6522,97.99,Yes,1.21,11.01,8.15,36.89,42.53,1.33,Low,32.53,29.21,Yes,37,27.08,53.83,80.63,2,33909,96,18,Yes,6,In Progress,48.72,99.4,7,10.17,Low
Village_3722,GP Niwas,Jobat,Jhabua,Telangana,23.58,Shallow,67.97,High,No,Yes,49.51,Open,27.5,Medium,25.26,901.64,21.33,34.05,9.48,Easy,23.82,11.29,Spring,4.12,30.44,4.84,Moderate,Yes,9.23,4.35,Yes,79.8,42.39,4.07,0.82,73.59,993,11588,63.13,No,1.53,42.2,2.51,25.84,71.3,15.53,High,21.63,18.81,No,21,23.16,46.62,17.28,9,27053,66,29,No,12,Completed,95.73,92.31,2,63.73,High
Village_3723,GP Jobat,Pali,Barwani,Chhattisgarh,70.18,Deep,82.77,High,No,No,58.83,Dense,20.93,High,11.0,410.43,4.19,36.41,46.88,Easy,17.17,56.84,Spring,84.47,55.56,6.13,Good,Yes,5.68,3.97,Yes,80.21,41.13,2.64,29.53,60.7,858,4265,24.83,No,0.98,15.12,26.58,65.78,22.62,28.9,Medium,42.64,5.67,No,59,29.28,24.4,83.13,9,1655,44,1,Yes,10,Not Started,95.68,24.47,3,36.54,Medium
Village_3724,GP Ghughri,Niwas,Umaria,Madhya Pradesh,13.39,Deep,65.48,Low,No,Yes,38.64,Dense,64.09,Medium,34.3,768.04,20.9,25.43,49.83,Moderate,20.8,44.57,Spring,26.51,95.74,19.12,Moderate,Yes,0.34,16.06,No,34.56,77.04,2.96,12.95,57.64,674,7472,66.78,Yes,26.9,10.4,6.17,81.73,60.3,63.29,Medium,42.53,34.81,No,10,19.31,52.21,82.56,2,1191,52,49,No,18,Not Started,88.66,81.07,8,86.56,Low
Village_3725,GP Jobat,Pati,Barwani,Odisha,7.34,Deep,27.71,Medium,No,Yes,78.67,Moderate,16.14,Medium,12.68,965.7,20.5,11.83,24.64,Moderate,2.36,56.87,None,32.21,90.22,20.82,Moderate,No,3.74,2.44,No,39.52,19.05,8.31,21.39,57.7,574,13678,37.73,Yes,14.69,48.61,25.61,6.28,7.79,68.53,High,30.28,21.95,No,29,14.3,11.48,78.78,8,16637,80,40,Yes,10,In Progress,36.62,99.08,0,22.26,High
Village_3726,GP Ghughri,Jobat,Barwani,Jharkhand,92.57,Medium,24.54,Medium,No,No,51.85,Moderate,27.4,Medium,21.74,1305.53,1.1,13.16,41.47,Difficult,67.82,76.99,Spring,35.68,63.33,21.44,Poor,Yes,4.11,2.1,No,56.26,72.62,4.73,8.22,35.18,67,2407,92.06,Yes,15.04,55.44,16.46,32.76,95.63,38.85,High,13.61,2.5,Yes,33,95.26,8.36,82.48,0,41061,40,12,No,8,In Progress,72.28,98.01,13,97.47,Medium
Village_3727,GP Pushparajgarh,Pati,Anuppur,Madhya Pradesh,74.89,Shallow,13.91,Medium,Yes,Yes,2.31,Open,41.05,Low,10.95,351.18,13.54,1.21,51.35,Difficult,77.33,26.33,Handpump,88.98,72.43,18.64,Good,Yes,3.46,0.44,No,54.69,60.88,16.63,27.33,64.35,149,4395,30.77,No,24.18,69.74,2.74,40.8,55.85,32.83,Low,56.72,10.69,No,52,0.05,59.62,98.01,0,32592,45,42,No,18,In Progress,71.08,39.08,10,31.91,High
Village_3728,GP Bajag,Sendhwa,Anuppur,Chhattisgarh,31.97,Shallow,85.06,High,Yes,No,77.8,Moderate,76.76,Medium,22.91,662.62,1.18,24.74,1.12,Easy,30.44,95.56,None,33.98,56.98,1.95,Poor,No,9.08,11.76,No,38.67,27.12,8.23,12.78,96.0,674,8429,22.61,Yes,16.35,15.47,12.92,69.87,69.31,0.41,High,0.23,17.8,No,58,79.91,54.21,99.73,5,47676,49,35,No,7,Completed,39.57,59.34,15,95.25,Medium
Village_3729,GP Pushparajgarh,Sendhwa,Dindori,Chhattisgarh,63.56,Shallow,89.46,Medium,No,Yes,77.37,Open,96.32,Medium,6.13,193.83,13.84,5.55,52.67,Easy,53.63,97.3,None,5.15,10.01,13.14,Poor,No,2.17,18.62,Yes,64.29,19.54,7.87,18.28,73.48,255,11544,16.76,Yes,38.32,11.44,3.77,31.88,41.28,46.84,Medium,46.86,29.39,No,56,0.82,51.25,73.52,9,3118,11,8,No,7,In Progress,63.45,51.66,16,0.99,Medium
Village_3730,GP Ghughri,Sendhwa,Jhabua,Odisha,15.35,Shallow,90.78,High,No,Yes,49.15,Open,53.94,Medium,22.88,359.42,7.35,16.18,33.69,Moderate,85.27,68.0,Spring,3.43,9.97,2.19,Moderate,No,4.19,7.54,No,55.69,12.3,10.38,2.28,52.75,961,3963,57.89,Yes,39.42,48.27,10.21,29.88,35.86,40.81,High,37.01,29.98,No,36,46.36,32.04,14.92,3,9568,0,29,Yes,19,Not Started,59.67,68.45,22,16.25,Low
Village_3731,GP Niwas,Pali,Barwani,Madhya Pradesh,60.49,Shallow,21.14,Medium,Yes,No,29.55,Open,33.17,Low,21.19,644.13,14.88,30.28,20.47,Easy,80.46,23.43,None,49.93,10.45,0.41,Moderate,Yes,7.86,7.63,No,85.82,19.11,11.11,28.62,95.35,702,2853,24.7,No,12.13,44.11,0.44,77.55,2.05,79.16,High,33.15,19.67,Yes,23,69.74,38.72,9.02,3,21154,58,0,Yes,4,Not Started,49.88,39.71,17,27.05,High
Village_3732,GP Pushparajgarh,Bajag,Mandla,Chhattisgarh,25.89,Medium,13.27,Low,Yes,No,36.25,Dense,3.85,Medium,18.6,1187.92,9.75,27.66,16.15,Difficult,8.24,95.77,Handpump,49.65,89.99,18.23,Good,No,9.06,8.56,Yes,58.39,53.89,5.59,19.19,83.25,381,8154,32.84,Yes,12.91,28.38,12.41,64.66,8.15,33.36,High,46.57,23.58,No,42,36.55,27.0,39.11,0,41815,72,0,No,19,Not Started,31.45,19.19,8,95.35,Low
Village_3733,GP Ghughri,Niwas,Sheopur,Chhattisgarh,34.95,Deep,60.76,Medium,No,Yes,50.73,Open,66.4,Low,10.75,993.92,12.62,18.64,38.17,Moderate,95.27,60.99,None,62.92,37.85,23.45,Good,No,5.22,14.19,No,77.67,35.79,1.94,22.61,60.54,748,9669,8.79,No,37.91,21.13,2.32,1.68,37.28,18.12,High,21.64,17.7,No,8,59.87,17.12,80.6,6,19548,33,38,No,6,Completed,10.39,55.32,14,58.9,High
Village_3734,GP Pati,Jobat,Anuppur,Madhya Pradesh,76.57,Deep,54.93,High,No,Yes,19.03,Dense,63.59,High,28.96,458.22,11.75,8.96,15.87,Difficult,24.37,58.53,None,66.78,62.42,21.06,Poor,No,8.87,14.26,No,55.04,30.6,13.15,5.59,76.98,378,13356,21.06,No,24.33,7.48,11.66,6.38,65.35,8.68,Medium,40.03,13.4,No,13,73.49,34.22,28.41,2,32071,84,40,No,0,In Progress,76.29,98.58,22,59.29,Low
Village_3735,GP Niwas,Pati,Barwani,Chhattisgarh,6.54,Deep,11.33,Low,No,No,45.5,Moderate,7.56,High,32.0,1366.4,22.46,24.92,48.07,Moderate,86.94,60.65,Spring,52.47,34.69,23.37,Poor,No,2.57,12.92,Yes,80.08,69.95,18.37,28.76,58.76,482,6161,89.97,No,8.82,3.0,4.87,80.77,30.85,7.9,High,47.75,6.88,No,10,32.14,39.24,16.47,7,22895,23,37,Yes,2,In Progress,26.47,64.57,6,1.26,High
Village_3736,GP Bajag,Bajag,Alirajpur,Madhya Pradesh,6.99,Deep,91.21,Low,Yes,No,58.52,Open,57.31,High,25.51,1453.52,23.76,38.71,45.28,Difficult,86.47,6.38,Handpump,68.77,35.81,14.72,Good,No,1.95,18.78,No,83.72,43.28,6.84,10.47,88.52,185,4426,71.56,Yes,3.98,42.89,19.93,78.43,25.98,17.82,Low,62.5,28.64,No,33,27.73,11.0,90.23,4,44129,16,1,No,5,In Progress,83.75,68.58,0,88.96,Medium
Village_3737,GP Niwas,Ghughri,Barwani,Odisha,83.32,Deep,89.27,High,Yes,No,10.5,Dense,39.24,Medium,31.74,273.86,10.1,26.01,56.94,Difficult,6.52,92.76,Handpump,8.13,94.7,23.86,Good,No,4.61,19.06,No,33.61,20.06,4.76,0.24,58.59,788,1932,97.99,Yes,7.96,2.03,17.81,82.12,24.39,33.25,Medium,35.92,36.56,Yes,16,98.79,38.14,47.67,0,11137,44,18,Yes,10,In Progress,10.07,72.79,4,99.63,Low
Village_3738,GP Niwas,Pali,Dindori,Madhya Pradesh,32.43,Medium,60.11,Medium,No,No,49.98,Dense,15.77,Medium,13.77,641.37,18.1,8.25,37.09,Difficult,1.39,48.02,Handpump,29.15,60.61,20.62,Good,No,4.16,16.31,Yes,45.29,29.95,11.88,27.61,43.41,225,9826,10.02,Yes,10.82,55.43,12.93,49.88,73.46,49.68,Low,28.16,15.48,Yes,52,80.36,21.44,93.67,1,43710,21,27,Yes,18,Completed,40.33,48.06,3,71.09,Medium
Village_3739,GP Pushparajgarh,Jobat,Barwani,Odisha,89.93,Deep,42.05,Low,Yes,No,52.26,Open,5.47,High,10.53,1109.33,11.72,14.59,46.18,Difficult,82.9,49.39,Spring,83.28,82.14,13.25,Moderate,No,3.27,2.64,No,71.69,83.92,15.42,7.76,46.82,305,3010,21.35,No,4.49,69.25,10.89,82.58,72.16,36.33,Low,21.65,25.09,Yes,53,10.22,37.73,57.47,6,22218,1,31,Yes,14,Completed,3.25,80.99,10,84.96,Low
Village_3740,GP Bajag,Sendhwa,Sheopur,Odisha,77.01,Deep,11.46,Low,Yes,No,52.34,Moderate,18.98,Low,10.89,222.49,16.61,10.48,43.92,Difficult,4.91,13.61,Tap,79.97,87.93,13.79,Moderate,Yes,5.92,16.46,No,24.66,62.88,13.1,11.48,72.31,134,2248,42.74,No,12.53,21.5,1.43,70.84,48.04,90.07,High,63.12,25.49,Yes,6,30.11,31.3,48.44,9,46967,79,12,No,3,In Progress,75.18,61.71,15,52.25,High
Village_3741,GP Niwas,Pati,Anuppur,Chhattisgarh,84.07,Deep,11.61,Low,Yes,Yes,49.79,Open,10.53,High,2.28,885.58,16.93,3.61,3.11,Moderate,96.71,32.69,Handpump,16.24,18.93,21.56,Moderate,Yes,6.37,14.32,No,74.04,81.77,6.98,29.93,68.61,801,3939,7.87,No,2.61,33.43,28.56,44.2,84.73,43.98,Low,44.78,19.34,Yes,32,56.49,39.23,46.72,4,41892,54,2,No,13,Not Started,17.85,55.75,15,0.66,Low
Village_3742,GP Pati,Ghughri,Umaria,Jharkhand,9.54,Deep,17.23,Low,No,No,59.14,Moderate,29.41,High,5.79,789.09,0.71,12.08,7.67,Difficult,86.48,49.19,None,70.37,86.55,15.91,Poor,Yes,6.78,18.02,Yes,50.86,55.18,15.38,14.55,39.87,93,8351,76.43,Yes,29.21,64.02,9.58,90.61,25.26,86.91,Low,52.7,25.71,No,3,67.55,35.99,48.82,4,39543,37,18,Yes,8,In Progress,24.45,15.23,18,45.36,Low
Village_3743,GP Pushparajgarh,Pali,Umaria,Madhya Pradesh,89.21,Deep,77.98,Medium,No,Yes,0.04,Dense,19.55,High,2.78,172.2,0.61,29.17,39.93,Moderate,57.39,59.55,Tap,21.4,37.33,10.92,Good,No,3.57,17.05,No,40.61,62.71,1.95,28.21,38.39,810,6904,15.32,No,10.29,58.75,13.93,33.01,18.47,22.25,High,52.71,34.23,Yes,33,61.35,56.37,3.82,6,27373,53,30,No,13,Completed,65.77,10.52,22,84.22,High
Village_3744,GP Ghughri,Pali,Mandla,Odisha,37.43,Shallow,2.91,High,No,Yes,8.5,Dense,21.43,Medium,1.86,198.4,2.6,25.96,31.73,Moderate,24.23,39.34,Spring,52.8,34.96,2.02,Poor,Yes,6.12,11.55,Yes,34.07,11.56,2.38,26.11,50.13,722,9642,31.97,No,1.38,32.52,14.31,43.72,4.11,44.64,Low,65.13,12.9,Yes,20,29.67,0.6,91.52,9,48485,29,20,No,16,In Progress,99.31,81.36,19,35.72,Low
Village_3745,GP Pati,Niwas,Jhabua,Telangana,95.67,Medium,65.0,High,No,No,23.98,Dense,79.22,Low,27.86,152.33,23.15,18.55,25.91,Easy,88.05,83.47,None,19.92,68.88,6.01,Moderate,No,7.91,2.19,No,75.57,65.82,16.15,2.24,38.28,937,12441,4.37,No,23.86,33.32,10.34,86.65,15.85,94.89,High,64.18,13.32,Yes,43,18.64,12.87,87.2,9,44129,64,4,No,1,In Progress,23.16,56.5,14,11.59,Low
Village_3746,GP Jobat,Ghughri,Anuppur,Jharkhand,32.71,Medium,84.79,Medium,Yes,No,25.63,Dense,49.93,High,28.03,1486.77,2.85,5.96,4.71,Difficult,29.95,31.13,Handpump,59.01,69.16,22.56,Good,Yes,6.12,11.3,Yes,40.73,52.4,7.65,19.39,42.47,378,10720,3.7,No,26.58,10.14,18.13,28.9,68.83,75.5,Medium,35.85,13.77,No,59,77.64,13.88,35.85,2,31610,20,5,No,17,In Progress,76.18,32.43,3,78.9,Medium
Village_3747,GP Pati,Jobat,Jhabua,Chhattisgarh,65.23,Medium,81.32,Medium,No,Yes,75.99,Dense,79.77,High,31.03,698.14,2.84,33.26,34.36,Difficult,95.03,26.59,None,47.32,65.38,8.03,Poor,No,9.54,19.28,No,63.58,73.08,8.63,22.32,71.06,186,10125,92.8,Yes,21.98,37.86,17.46,20.02,3.59,63.81,High,39.89,14.61,Yes,27,54.71,22.36,93.71,2,18521,84,49,No,4,Completed,68.8,90.45,1,14.17,Low
Village_3748,GP Ghughri,Sendhwa,Jhabua,Jharkhand,21.27,Deep,36.53,Low,No,Yes,2.46,Open,56.99,High,25.01,119.82,4.59,4.0,13.76,Difficult,26.16,88.53,Spring,16.38,37.33,20.15,Good,No,3.13,0.17,No,24.6,35.35,4.99,24.66,72.05,376,11048,38.55,Yes,6.47,54.71,6.73,77.6,48.45,66.27,Medium,16.76,33.18,No,19,57.38,31.94,83.02,3,2825,39,35,Yes,4,Completed,14.89,56.0,1,38.88,Low
Village_3749,GP Niwas,Jobat,Anuppur,Odisha,31.92,Shallow,21.62,High,No,Yes,69.84,Dense,98.22,Medium,5.64,373.66,14.23,14.04,20.06,Easy,28.45,33.52,Handpump,17.03,62.85,1.95,Good,Yes,7.48,13.15,Yes,89.77,11.01,19.51,21.69,40.76,743,3690,15.3,Yes,23.96,1.05,20.68,4.26,93.52,39.19,Medium,4.94,19.34,No,11,65.94,58.37,52.91,5,22244,37,36,No,15,Not Started,62.59,32.71,18,71.69,Medium
Village_3750,GP Ghughri,Niwas,Mandla,Chhattisgarh,21.44,Deep,71.04,Medium,Yes,Yes,49.16,Moderate,41.35,Medium,5.91,750.9,12.85,13.3,27.28,Difficult,63.11,20.25,None,20.45,7.31,16.97,Moderate,No,3.04,9.52,No,83.42,66.56,6.67,9.9,53.7,803,4577,91.81,No,1.46,21.83,25.6,90.31,9.49,97.45,High,33.42,35.72,No,25,40.71,14.87,47.7,7,36968,77,21,Yes,3,Completed,0.11,84.8,22,47.37,Low
Village_3751,GP Jobat,Sendhwa,Anuppur,Jharkhand,44.78,Shallow,14.59,Low,No,No,62.82,Open,27.36,Medium,27.37,165.62,6.21,21.99,25.62,Easy,2.59,27.65,Tap,59.17,41.27,12.91,Good,No,0.74,6.55,Yes,30.08,32.6,8.76,12.93,67.21,831,13251,83.37,Yes,39.13,12.01,14.06,29.2,97.43,25.91,Low,40.9,13.32,No,59,32.39,41.19,5.01,5,10618,18,21,No,14,Completed,24.49,89.05,14,89.93,Medium
Village_3752,GP Pushparajgarh,Sendhwa,Barwani,Odisha,63.15,Deep,65.32,Medium,No,No,9.73,Moderate,85.09,Medium,5.72,294.3,13.1,20.77,42.34,Moderate,91.22,12.38,Handpump,31.68,64.81,2.65,Moderate,Yes,7.73,9.34,Yes,30.74,75.32,10.09,17.84,33.11,313,4123,83.15,Yes,26.78,33.84,6.7,16.75,53.38,27.01,Medium,7.6,38.06,Yes,13,83.79,19.02,83.0,3,25297,38,45,Yes,17,Completed,43.95,33.21,0,0.69,High
Village_3753,GP Pushparajgarh,Bajag,Mandla,Telangana,76.51,Medium,29.82,Medium,Yes,Yes,72.62,Dense,57.22,Medium,23.55,432.88,23.92,23.91,4.04,Difficult,27.35,65.77,Tap,89.47,62.59,16.51,Moderate,Yes,7.13,5.78,Yes,67.64,31.21,11.77,9.3,64.54,823,5091,51.52,Yes,38.0,44.46,16.95,7.65,6.14,59.83,High,15.76,8.47,Yes,4,82.73,8.01,81.28,9,45357,7,14,No,16,Completed,20.26,20.16,18,2.77,Low
Village_3754,GP Jobat,Pati,Anuppur,Chhattisgarh,47.74,Shallow,28.55,Medium,No,Yes,44.49,Moderate,78.26,Low,8.34,652.56,18.49,5.69,10.16,Easy,87.68,79.9,Spring,58.39,24.94,6.77,Poor,Yes,2.84,19.68,No,84.39,81.74,4.36,1.71,80.21,126,5914,31.49,No,9.45,36.38,24.9,85.3,85.05,62.69,Medium,57.38,1.73,Yes,51,67.36,5.88,64.64,3,14462,59,34,Yes,6,In Progress,71.89,31.11,17,92.27,High
Village_3755,GP Pati,Ghughri,Alirajpur,Telangana,52.51,Medium,22.36,Medium,No,Yes,75.5,Dense,32.42,Medium,20.56,184.8,9.84,1.71,51.08,Moderate,4.56,20.46,Handpump,37.57,83.94,7.65,Moderate,Yes,5.88,6.86,Yes,73.83,72.27,18.85,26.69,85.66,167,12446,45.25,No,12.23,49.26,4.35,63.02,27.38,66.49,Medium,20.71,20.52,Yes,58,56.91,8.25,80.98,0,41676,37,49,No,12,In Progress,26.58,41.47,0,76.48,Medium
Village_3756,GP Ghughri,Pati,Jhabua,Madhya Pradesh,34.28,Shallow,84.7,Low,No,No,4.76,Open,76.99,High,30.04,1174.53,17.93,13.89,6.17,Difficult,61.49,22.57,Tap,61.91,79.27,1.99,Poor,No,1.94,4.56,Yes,88.69,63.55,18.37,29.26,76.34,459,7039,41.89,No,2.85,27.26,28.44,68.77,86.0,85.75,Medium,23.27,12.17,No,35,45.68,58.7,19.97,8,18889,87,20,No,8,In Progress,72.82,14.09,9,61.82,High
Village_3757,GP Jobat,Niwas,Umaria,Jharkhand,49.62,Shallow,62.55,Low,No,No,40.73,Dense,25.03,Medium,23.85,171.63,20.08,20.42,41.13,Moderate,70.95,6.91,Spring,16.55,49.29,21.89,Good,No,4.07,5.11,No,51.67,52.46,4.73,4.16,63.75,603,10581,30.57,No,32.02,20.29,12.64,1.52,16.09,34.39,High,50.82,7.97,Yes,36,80.56,0.54,14.14,8,38442,97,26,Yes,17,Completed,25.65,54.24,13,8.65,High
Village_3758,GP Bajag,Niwas,Umaria,Jharkhand,9.2,Medium,53.75,High,Yes,No,19.36,Dense,17.31,Low,2.86,1129.62,11.1,39.79,56.83,Moderate,1.2,58.0,Spring,26.98,54.42,19.29,Good,Yes,4.19,0.24,No,43.7,12.55,16.48,10.68,41.47,591,8415,87.32,No,39.03,39.05,4.28,49.41,40.07,23.87,High,62.49,35.78,Yes,24,18.61,48.63,31.75,7,21226,52,2,Yes,13,Completed,14.38,97.09,22,95.99,High
Village_3759,GP Ghughri,Jobat,Mandla,Madhya Pradesh,13.31,Medium,11.31,High,Yes,Yes,57.96,Dense,87.67,Medium,4.29,911.73,20.55,31.92,27.64,Difficult,31.29,90.63,Tap,2.81,85.72,9.27,Good,No,0.84,17.76,No,74.01,12.63,14.5,24.81,40.03,532,4055,0.9,No,34.58,17.24,1.82,77.57,30.53,53.32,High,6.45,27.65,No,17,70.7,37.38,36.41,8,32648,71,2,Yes,16,In Progress,18.21,84.86,1,59.23,Low
Village_3760,GP Niwas,Pali,Barwani,Jharkhand,51.61,Medium,22.45,High,No,Yes,22.98,Open,31.69,Low,10.5,1428.43,1.88,10.89,15.0,Difficult,21.01,40.72,None,88.3,48.86,19.72,Good,No,4.75,5.45,No,51.98,42.0,17.02,21.61,35.18,844,6384,28.47,Yes,25.27,0.62,26.87,1.32,82.45,49.07,Medium,1.35,3.89,No,12,91.25,13.88,44.97,2,5927,48,12,No,3,Not Started,17.65,53.19,14,59.87,Low
Village_3761,GP Niwas,Ghughri,Jhabua,Odisha,97.21,Shallow,6.15,Medium,No,No,49.15,Dense,22.92,High,24.61,800.3,9.76,21.62,36.4,Easy,16.84,21.39,Spring,56.56,4.65,2.45,Moderate,No,2.55,14.71,Yes,81.0,29.16,13.26,13.72,57.94,547,13011,25.62,No,20.77,21.95,15.7,39.25,27.07,43.23,Medium,5.3,23.09,Yes,56,82.69,25.56,49.63,6,6226,92,3,No,13,Not Started,54.28,7.55,3,66.67,Medium
Village_3762,GP Bajag,Sendhwa,Anuppur,Telangana,21.03,Deep,33.84,Medium,Yes,No,10.57,Open,26.9,Medium,18.86,760.1,0.66,12.96,44.99,Moderate,55.56,72.22,Tap,12.71,64.07,2.02,Good,No,5.04,10.32,Yes,52.52,16.3,12.3,12.86,72.94,900,4427,80.6,No,17.42,20.89,18.56,30.7,26.54,51.65,Low,42.56,34.94,Yes,25,44.58,58.64,13.36,5,29593,87,3,Yes,7,Not Started,15.51,81.74,14,93.34,High
Village_3763,GP Bajag,Ghughri,Dindori,Telangana,63.62,Shallow,0.67,Low,Yes,Yes,65.5,Moderate,55.79,Low,15.03,1437.75,4.72,19.83,41.52,Easy,93.49,25.84,Handpump,80.32,44.61,12.9,Poor,No,7.35,3.21,No,58.31,24.99,18.94,18.38,70.98,313,7639,77.67,No,31.61,2.5,2.72,46.35,31.36,90.24,Low,32.29,16.15,No,33,78.01,11.23,0.11,4,33860,84,49,Yes,16,Not Started,13.75,20.96,23,23.65,Medium
